FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2
136,BC,1950-V00155, ,50.039,-121.641,1950,7,4,1950-07-04 0:00,,,1950-1959,318.4,H, ,Fire, ,BC-1950-1950-V00155, , ,2020-05-05 0:00,1003,208,14,14,BC
137,BC,1951-V00289, ,50.492,-122.595,1951,7,2,1951-07-02 0:00,,,1950-1959,214.4,H, ,Fire, ,BC-1951-1951-V00289, , ,2020-05-05 0:00,1003,208,14,14,BC
138,BC,1951-K00253, ,50.463,-120.437,1951,7,31,1951-07-31 0:00,,,1950-1959,2377.5,H, ,Fire, ,BC-1951-1951-K00253, , ,2020-05-05 0:00,1006,209,14,14,BC
139,BC,1952-K00040, ,50.463,-120.891,1952,5,24,1952-05-24 0:00,,,1950-1959,242.8,H, ,Fire, ,BC-1952-1952-K00040, , ,2020-05-05 0:00,1006,209,14,14,BC
140,BC,1951-V00192, ,50.463,-127.437,1951,6,15,1951-06-15 0:00,,,1950-1959,1596.8,H, ,Fire, ,BC-1951-1951-V00192, , ,2020-05-05 0:00,953,193,13,13,BC
141,BC,1952-V00124, ,50.039,-126.345,1952,7,15,1952-07-15 0:00,,,1950-1959,2225.7,L, ,Fire, ,BC-1952-1952-V00124, , ,2020-05-05 0:00,953,193,13,13,BC
142,BC,1950-K00454, ,49.184,-119.394,1950,9,21,1950-09-21 0:00,,,1950-1959,283.2,H, ,Fire, ,BC-1950-1950-K00454, , ,2020-05-05 0:00,1008,209,14,14,BC
143,BC,1951-N00276, ,50.068,-118.687,1951,8,13,1951-08-13 0:00,,,1950-1959,485.6,L, ,Fire, ,BC-1951-1951-N00276, , ,2020-05-05 0:00,1008,209,14,14,BC
144,BC,1951-K00501, ,49.713,-119.144,1951,9,2,1951-09-02 0:00,,,1950-1959,250.9,H, ,Fire, ,BC-1951-1951-K00501, , ,2020-05-05 0:00,1008,209,14,14,BC
145,BC,1952-K00359, ,49.713,-119.51,1952,8,13,1952-08-13 0:00,,,1950-1959,295.8,H, ,Fire, ,BC-1952-1952-K00359, , ,2020-05-05 0:00,1008,209,14,14,BC
146,BC,1950-V00183, ,49.789,-123.144,1950,7,16,1950-07-16 0:00,,,1950-1959,364.2,H, ,Fire, ,BC-1950-1950-V00183, , ,2020-05-05 0:00,951,192,13,13,BC
147,BC,1951-V00215, ,49.626,-123.733,1951,6,21,1951-06-21 0:00,,,1950-1959,250.9,H, ,Fire, ,BC-1951-1951-V00215, , ,2020-05-05 0:00,951,192,13,13,BC
148,BC,1951-V00039, ,49.318,-121.688,1951,4,9,1951-04-09 0:00,,,1950-1959,267,H, ,Fire, ,BC-1951-1951-V00039, , ,2020-05-05 0:00,951,192,13,13,BC
149,BC,1951-V00554, ,49.963,-124.054,1951,8,22,1951-08-22 0:00,,,1950-1959,8583.3,L, ,Fire, ,BC-1951-1951-V00554, , ,2020-05-05 0:00,951,192,13,13,BC
150,BC,1951-V00601, ,49.934,-124.233,1951,8,28,1951-08-28 0:00,,,1950-1959,1511.5,H, ,Fire, ,BC-1951-1951-V00601, , ,2020-05-05 0:00,951,192,13,13,BC
151,BC,1952-V00477, ,49.76,-123.894,1952,9,14,1952-09-14 0:00,,,1950-1959,1388,H, ,Fire, ,BC-1952-1952-V00477, , ,2020-05-05 0:00,951,192,13,13,BC
152,BC,1951-V00247, ,49.934,-125.554,1951,6,21,1951-06-21 0:00,,,1950-1959,9105.4,H, ,Fire, ,BC-1951-1951-V00247, , ,2020-05-05 0:00,955,194,13,13,BC
153,BC,1951-V00561, ,48.818,-124.266,1951,8,21,1951-08-21 0:00,,,1950-1959,719.5,H, ,Fire, ,BC-1951-1951-V00561, , ,2020-05-05 0:00,955,194,13,13,BC
154,BC,1951-V00301, ,48.568,-123.766,1951,7,12,1951-07-12 0:00,,,1950-1959,348.4,H, ,Fire, ,BC-1951-1951-V00301, , ,2020-05-05 0:00,955,194,13,13,BC
155,BC,1952-V00302, ,49.405,-125.438,1952,8,6,1952-08-06 0:00,,,1950-1959,524.4,L, ,Fire, ,BC-1952-1952-V00302, , ,2020-05-05 0:00,955,194,13,13,BC
156,BC,1952-V00475, ,48.76,-124.146,1952,9,19,1952-09-19 0:00,,,1950-1959,1149.3,H, ,Fire, ,BC-1952-1952-V00475, , ,2020-05-05 0:00,955,194,13,13,BC
157,BC,1952-V00574, ,48.934,-123.94,1952,10,14,1952-10-14 0:00,,,1950-1959,352,H, ,Fire, ,BC-1952-1952-V00574, , ,2020-05-05 0:00,955,194,13,13,BC
158,BC,1952-V00581, ,48.847,-123.94,1952,9,20,1952-09-20 0:00,,,1950-1959,879.3,H, ,Fire, ,BC-1952-1952-V00581, , ,2020-05-05 0:00,955,194,13,13,BC
159,BC,1951-N00132, ,49.655,-118.349,1951,7,28,1951-07-28 0:00,,,1950-1959,210.4,L, ,Fire, ,BC-1951-1951-N00132, , ,2020-05-05 0:00,1012,212,14,14,BC
160,BC,1951-N00153, ,49.126,-118.188,1951,8,3,1951-08-03 0:00,,,1950-1959,2670.9,H, ,Fire, ,BC-1951-1951-N00153, , ,2020-05-05 0:00,1012,212,14,14,BC
161,BC,1951-N00167, ,49.039,-117.983,1951,8,4,1951-08-04 0:00,,,1950-1959,3860.7,H, ,Fire, ,BC-1951-1951-N00167, , ,2020-05-05 0:00,1012,212,14,14,BC
162,BC,1951-N00253, ,49.289,-118.233,1951,8,10,1951-08-10 0:00,,,1950-1959,275.1,L, ,Fire, ,BC-1951-1951-N00253, , ,2020-05-05 0:00,1012,212,14,14,BC
163,BC,1951-N00280, ,49.347,-117.554,1951,8,18,1951-08-18 0:00,,,1950-1959,263,H, ,Fire, ,BC-1951-1951-N00280, , ,2020-05-05 0:00,1012,212,14,14,BC
164,BC,1951-N00304, ,49.039,-117.599,1951,8,11,1951-08-11 0:00,,,1950-1959,607,L, ,Fire, ,BC-1951-1951-N00304, , ,2020-05-05 0:00,1012,212,14,14,BC
165,BC,1951-V00559, ,48.347,-123.69,1951,8,20,1951-08-20 0:00,,,1950-1959,534.1,H, ,Fire, ,BC-1951-1951-V00559, , ,2020-05-05 0:00,956,194,13,13,BC
166,BC,1951-V00614, ,49.184,-124.099,1951,9,15,1951-09-15 0:00,,,1950-1959,2622.3,H, ,Fire, ,BC-1951-1951-V00614, , ,2020-05-05 0:00,956,194,13,13,BC
167,BC,1952-V00510, ,48.818,-123.766,1952,9,26,1952-09-26 0:00,,,1950-1959,437,H, ,Fire, ,BC-1952-1952-V00510, , ,2020-05-05 0:00,956,194,13,13,BC
168,BC,1951-N00269, ,49.097,-115.733,1951,8,3,1951-08-03 0:00,,,1950-1959,3399.3,L, ,Fire, ,BC-1951-1951-N00269, , ,2020-05-05 0:00,992,205,14,14,BC
169,BC,1952-K00387, ,49.405,-120.804,1952,8,16,1952-08-16 0:00,,,1950-1959,509.9,H, ,Fire, ,BC-1952-1952-K00387, , ,2020-05-05 0:00,1009,210,14,14,BC
170,BC,1951-V00088, ,49.039,-122.054,1951,4,1,1951-04-01 0:00,,,1950-1959,1974.8,H, ,Fire, ,BC-1951-1951-V00088, , ,2020-05-05 0:00,959,196,13,13,BC
171,BC,1951-V00011, ,49.097,-121.894,1951,4,1,1951-04-01 0:00,,,1950-1959,659.6,H, ,Fire, ,BC-1951-1951-V00011, , ,2020-05-05 0:00,959,196,13,13,BC
172,BC,1951-V00012, ,49.184,-122.188,1951,4,15,1951-04-15 0:00,,,1950-1959,235.5,H, ,Fire, ,BC-1951-1951-V00012, , ,2020-05-05 0:00,959,196,13,13,BC
173,BC,1951-V00056, ,49.068,-121.938,1951,4,15,1951-04-15 0:00,,,1950-1959,205.9,H, ,Fire, ,BC-1951-1951-V00056, , ,2020-05-05 0:00,959,196,13,13,BC
174,BC,1951-V00277, ,49.155,-122.01,1951,4,1,1951-04-01 0:00,,,1950-1959,339.9,H, ,Fire, ,BC-1951-1951-V00277, , ,2020-05-05 0:00,959,196,13,13,BC
175,BC,1951-V00447, ,49.213,-121.983,1951,8,4,1951-08-04 0:00,,,1950-1959,914.5,H, ,Fire, ,BC-1951-1951-V00447, , ,2020-05-05 0:00,959,196,13,13,BC
176,BC,1950-K00236, ,49.039,-119.554,1950,7,12,1950-07-12 0:00,,,1950-1959,1288.9,H, ,Fire, ,BC-1950-1950-K00236, , ,2020-05-05 0:00,1010,211,14,14,BC
177,BC,1952-K00372, ,49.289,-119.51,1952,8,18,1952-08-18 0:00,,,1950-1959,242.8,H, ,Fire, ,BC-1952-1952-K00372, , ,2020-05-05 0:00,1010,211,14,14,BC
178,BC,1953-G00065, ,59.847,-128.478,1953,7,7,1953-07-07 0:00,,,1950-1959,566.5,L, ,Fire, ,BC-1953-1953-G00065, , ,2020-05-05 0:00,925,181,12,12,BC
179,BC,1958-G00143, ,59.905,-128.365,1958,5,27,1958-05-27 0:00,,,1950-1959,18562.9,H, ,Fire, ,BC-1958-1958-G00143, , ,2020-05-05 0:00,925,181,12,12,BC
180,BC,1958-G00348, ,59.626,-128.922,1958,7,8,1958-07-08 0:00,,,1950-1959,13467.9,L, ,Fire, ,BC-1958-1958-G00348, , ,2020-05-05 0:00,925,181,12,12,BC
181,BC,1958-R00226, ,59.992,-133.558,1958,7,15,1958-07-15 0:00,,,1950-1959,4653.8,H, ,Fire, ,BC-1958-1958-R00226, , ,2020-05-05 0:00,905,177,12,12,BC
182,BC,1958-G00167, ,59.905,-131.865,1958,5,30,1958-05-30 0:00,,,1950-1959,4402.9,H, ,Fire, ,BC-1958-1958-G00167, , ,2020-05-05 0:00,905,177,12,12,BC
183,BC,1958-G00295, ,59.934,-131.922,1958,7,7,1958-07-07 0:00,,,1950-1959,1035.9,L, ,Fire, ,BC-1958-1958-G00295, , ,2020-05-05 0:00,905,177,12,12,BC
184,BC,1954-G00056, ,59.789,-123.808,1954,3,1,1954-03-01 0:00,,,1950-1959,991.4,H, ,Fire, ,BC-1954-1954-G00056, , ,2020-05-05 0:00,248,65,4,4,BC
185,BC,1958-G00015, ,57.934,-123.012,1958,4,30,1958-04-30 0:00,,,1950-1959,2104.3,H, ,Fire, ,BC-1958-1958-G00015, , ,2020-05-05 0:00,252,66,4,4,BC
186,BC,1958-G00144, ,58.655,-123.979,1958,5,25,1958-05-25 0:00,,,1950-1959,230.6,H, ,Fire, ,BC-1958-1958-G00144, , ,2020-05-05 0:00,252,66,4,4,BC
187,BC,1958-G00177, ,57.905,-122.979,1958,7,26,1958-07-26 0:00,,,1950-1959,8158.4,L, ,Fire, ,BC-1958-1958-G00177, , ,2020-05-05 0:00,252,66,4,4,BC
188,BC,1958-G00268, ,58.568,-123.729,1958,6,30,1958-06-30 0:00,,,1950-1959,14682,H, ,Fire, ,BC-1958-1958-G00268, , ,2020-05-05 0:00,252,66,4,4,BC
189,BC,1959-R00025, ,59.963,-133.615,1959,4,1,1959-04-01 0:00,,,1950-1959,3205.1,H, ,Fire, ,BC-1959-1959-R00025, , ,2020-05-05 0:00,918,180,12,12,BC
190,BC,1958-G00347, ,59.463,-129.922,1958,7,13,1958-07-13 0:00,,,1950-1959,4920.9,L, ,Fire, ,BC-1958-1958-G00347, , ,2020-05-05 0:00,919,180,12,12,BC
191,BC,1958-G00052, ,58.742,-120.423,1958,5,13,1958-05-13 0:00,,,1950-1959,1553.9,H, ,Fire, ,BC-1958-1958-G00052, , ,2020-05-05 0:00,244,64,4,4,BC
192,BC,1958-G00085, ,58.463,-121.868,1958,5,19,1958-05-19 0:00,,,1950-1959,33151.801,H, ,Fire, ,BC-1958-1958-G00085, , ,2020-05-05 0:00,244,64,4,4,BC
193,BC,1958-G00129, ,58.713,-122.562,1958,5,25,1958-05-25 0:00,,,1950-1959,2460.4,H, ,Fire, ,BC-1958-1958-G00129, , ,2020-05-05 0:00,244,64,4,4,BC
194,BC,1958-G00481, ,58.405,-121.229,1958,8,1,1958-08-01 0:00,,,1950-1959,14892.4,L, ,Fire, ,BC-1958-1958-G00481, , ,2020-05-05 0:00,244,64,4,4,BC
195,BC,1958-G00482, ,58.097,-121.562,1958,8,1,1958-08-01 0:00,,,1950-1959,388.4,H, ,Fire, ,BC-1958-1958-G00482, , ,2020-05-05 0:00,244,64,4,4,BC
196,BC,1958-G00161, ,56.742,-125.124,1958,5,23,1958-05-23 0:00,,,1950-1959,22014.9,L, ,Fire, ,BC-1958-1958-G00161, , ,2020-05-05 0:00,920,180,12,12,BC
197,BC,1958-G00206, ,56.934,-126.57,1958,5,28,1958-05-28 0:00,,,1950-1959,9323.9,H, ,Fire, ,BC-1958-1958-G00206, , ,2020-05-05 0:00,920,180,12,12,BC
198,BC,1958-G00278, ,59.318,-129.115,1958,7,3,1958-07-03 0:00,,,1950-1959,7769.9,L, ,Fire, ,BC-1958-1958-G00278, , ,2020-05-05 0:00,920,180,12,12,BC
199,BC,1958-G00512, ,57.434,-126.066,1958,9,1,1958-09-01 0:00,,,1950-1959,1667.3,L, ,Fire, ,BC-1958-1958-G00512, , ,2020-05-05 0:00,920,180,12,12,BC
200,BC,1958-G00117, ,59.01,-127.365,1958,5,22,1958-05-22 0:00,,,1950-1959,285935.094,H, ,Fire, ,BC-1958-1958-G00117, , ,2020-05-05 0:00,921,180,12,12,BC
201,BC,1958-G00126, ,57.213,-123.229,1958,5,25,1958-05-25 0:00,,,1950-1959,4143.9,L, ,Fire, ,BC-1958-1958-G00126, , ,2020-05-05 0:00,934,183,12,12,BC
202,BC,1958-G00128, ,57.01,-123.012,1958,5,25,1958-05-25 0:00,,,1950-1959,2136.7,L, ,Fire, ,BC-1958-1958-G00128, , ,2020-05-05 0:00,934,183,12,12,BC
203,BC,1958-R00026, ,58.655,-130.007,1958,5,22,1958-05-22 0:00,,,1950-1959,17736.1,H, ,Fire, ,BC-1958-1958-R00026, , ,2020-05-05 0:00,922,180,12,12,BC
204,BC,1958-R00045, ,58.097,-130.312,1958,6,4,1958-06-04 0:00,,,1950-1959,12431.9,L, ,Fire, ,BC-1958-1958-R00045, , ,2020-05-05 0:00,922,180,12,12,BC
205,BC,1958-R00047, ,58.76,-130.062,1958,6,4,1958-06-04 0:00,,,1950-1959,5842.8,H, ,Fire, ,BC-1958-1958-R00047, , ,2020-05-05 0:00,922,180,12,12,BC
206,BC,1958-R00120, ,58.126,-130.923,1958,7,5,1958-07-05 0:00,,,1950-1959,20222.5,L, ,Fire, ,BC-1958-1958-R00120, , ,2020-05-05 0:00,922,180,12,12,BC
207,BC,1958-R00122, ,58.039,-131.368,1958,7,5,1958-07-05 0:00,,,1950-1959,8702.3,L, ,Fire, ,BC-1958-1958-R00122, , ,2020-05-05 0:00,922,180,12,12,BC
208,BC,1958-R00171, ,57.963,-130.316,1958,7,5,1958-07-05 0:00,,,1950-1959,580.3,L, ,Fire, ,BC-1958-1958-R00171, , ,2020-05-05 0:00,922,180,12,12,BC
209,BC,1958-R00208, ,58.347,-130.618,1958,6,1,1958-06-01 0:00,,,1950-1959,27308.6,L, ,Fire, ,BC-1958-1958-R00208, , ,2020-05-05 0:00,922,180,12,12,BC
210,BC,1958-G00203, ,57.242,-127.121,1958,5,28,1958-05-28 0:00,,,1950-1959,1926.3,L, ,Fire, ,BC-1958-1958-G00203, , ,2020-05-05 0:00,923,180,12,12,BC
211,BC,1958-G00317, ,57.039,-126.925,1958,7,9,1958-07-09 0:00,,,1950-1959,4661.9,L, ,Fire, ,BC-1958-1958-G00317, , ,2020-05-05 0:00,923,180,12,12,BC
212,BC,1958-G00154, ,57.184,-124.871,1958,5,23,1958-05-23 0:00,,,1950-1959,2929.9,L, ,Fire, ,BC-1958-1958-G00154, , ,2020-05-05 0:00,935,183,12,12,BC
213,BC,1958-G00204, ,57.568,-125.729,1958,5,28,1958-05-28 0:00,,,1950-1959,2800.4,L, ,Fire, ,BC-1958-1958-G00204, , ,2020-05-05 0:00,935,183,12,12,BC
214,BC,1958-G00205, ,57.655,-125.316,1958,5,28,1958-05-28 0:00,,,1950-1959,1926.3,L, ,Fire, ,BC-1958-1958-G00205, , ,2020-05-05 0:00,935,183,12,12,BC
215,BC,1958-R00164, ,56.155,-128.624,1958,7,6,1958-07-06 0:00,,,1950-1959,12100.5,L, ,Fire, ,BC-1958-1958-R00164, , ,2020-05-05 0:00,961,198,14,14,BC
216,BC,1958-R00176, ,55.684,-128.273,1958,7,6,1958-07-06 0:00,,,1950-1959,2019.3,L, ,Fire, ,BC-1958-1958-R00176, , ,2020-05-05 0:00,961,198,14,14,BC
217,BC,1958-R00199, ,56.51,-128.427,1958,7,8,1958-07-08 0:00,,,1950-1959,994.7,L, ,Fire, ,BC-1958-1958-R00199, , ,2020-05-05 0:00,961,198,14,14,BC
218,BC,1958-R00202, ,57.097,-129.121,1958,7,8,1958-07-08 0:00,,,1950-1959,631.3,L, ,Fire, ,BC-1958-1958-R00202, , ,2020-05-05 0:00,961,198,14,14,BC
219,BC,1958-R00203, ,57.126,-129.566,1958,7,7,1958-07-07 0:00,,,1950-1959,911.7,L, ,Fire, ,BC-1958-1958-R00203, , ,2020-05-05 0:00,961,198,14,14,BC
220,BC,1958-R00204, ,57.039,-130.229,1958,7,7,1958-07-07 0:00,,,1950-1959,5842.8,L, ,Fire, ,BC-1958-1958-R00204, , ,2020-05-05 0:00,961,198,14,14,BC
221,BC,1958-R00207, ,57.126,-130.316,1958,7,6,1958-07-06 0:00,,,1950-1959,31658.6,L, ,Fire, ,BC-1958-1958-R00207, , ,2020-05-05 0:00,961,198,14,14,BC
222,BC,1958-R00209, ,56.568,-128.927,1958,7,9,1958-07-09 0:00,,,1950-1959,2030.7,L, ,Fire, ,BC-1958-1958-R00209, , ,2020-05-05 0:00,961,198,14,14,BC
223,BC,1958-R00210, ,56.626,-129.124,1958,7,9,1958-07-09 0:00,,,1950-1959,11810.3,L, ,Fire, ,BC-1958-1958-R00210, , ,2020-05-05 0:00,961,198,14,14,BC
224,BC,1958-G00124, ,56.905,-122.73,1958,5,18,1958-05-18 0:00,,,1950-1959,546.3,H, ,Fire, ,BC-1958-1958-G00124, , ,2020-05-05 0:00,585,137,9,9,BC
225,BC,1958-G00125, ,56.818,-122.677,1958,5,22,1958-05-22 0:00,,,1950-1959,242.8,H, ,Fire, ,BC-1958-1958-G00125, , ,2020-05-05 0:00,585,137,9,9,BC
226,BC,1958-G00165, ,56.818,-121.427,1958,6,5,1958-06-05 0:00,,,1950-1959,356.1,H, ,Fire, ,BC-1958-1958-G00165, , ,2020-05-05 0:00,585,137,9,9,BC
227,BC,1958-G00429, ,56.847,-121.017,1958,7,27,1958-07-27 0:00,,,1950-1959,24281.1,H, ,Fire, ,BC-1958-1958-G00429, , ,2020-05-05 0:00,585,137,9,9,BC
228,BC,1958-R00200, ,56.568,-128.267,1958,7,8,1958-07-08 0:00,,,1950-1959,1616.3,L, ,Fire, ,BC-1958-1958-R00200, , ,2020-05-05 0:00,963,199,14,14,BC
229,BC,1958-R00201, ,56.597,-128.177,1958,7,8,1958-07-08 0:00,,,1950-1959,1533.7,L, ,Fire, ,BC-1958-1958-R00201, , ,2020-05-05 0:00,963,199,14,14,BC
230,BC,1958-G00155, ,56.492,-124.07,1958,5,20,1958-05-20 0:00,,,1950-1959,938.8,H, ,Fire, ,BC-1958-1958-G00155, , ,2020-05-05 0:00,967,200,14,14,BC
231,BC,1958-G00318, ,56.539,-123.927,1958,6,20,1958-06-20 0:00,,,1950-1959,1003.6,L, ,Fire, ,BC-1958-1958-G00318, , ,2020-05-05 0:00,967,200,14,14,BC
232,BC,1958-G00157, ,56.097,-122.73,1958,5,25,1958-05-25 0:00,,,1950-1959,1651.1,H, ,Fire, ,BC-1958-1958-G00157, , ,2020-05-05 0:00,968,200,14,14,BC
233,BC,1954-G00057, ,56.289,-121.267,1954,5,21,1954-05-21 0:00,,,1950-1959,303.5,H, ,Fire, ,BC-1954-1954-G00057, , ,2020-05-05 0:00,591,138,9,9,BC
234,BC,1958-G00022, ,55.818,-121.428,1958,4,28,1958-04-28 0:00,,,1950-1959,550.3,H, ,Fire, ,BC-1958-1958-G00022, , ,2020-05-05 0:00,591,138,9,9,BC
235,BC,1958-G00060, ,55.626,-120.98,1958,5,14,1958-05-14 0:00,,,1950-1959,307.5,H, ,Fire, ,BC-1958-1958-G00060, , ,2020-05-05 0:00,591,138,9,9,BC
236,BC,1958-G00127, ,56.097,-122.07,1958,5,26,1958-05-26 0:00,,,1950-1959,283.2,H, ,Fire, ,BC-1958-1958-G00127, , ,2020-05-05 0:00,591,138,9,9,BC
237,BC,1958-G00152, ,56.568,-124.57,1958,5,1,1958-05-01 0:00,,,1950-1959,4815.7,H, ,Fire, ,BC-1958-1958-G00152, , ,2020-05-05 0:00,964,199,14,14,BC
238,BC,1958-G00358, ,55.818,-124.98,1958,6,28,1958-06-28 0:00,,,1950-1959,1329.3,L, ,Fire, ,BC-1958-1958-G00358, , ,2020-05-05 0:00,965,199,14,14,BC
239,BC,1958-R00129, ,55.492,-128.825,1958,7,6,1958-07-06 0:00,,,1950-1959,1659.2,L, ,Fire, ,BC-1958-1958-R00129, , ,2020-05-05 0:00,940,187,13,13,BC
240,BC,1958-R00141, ,55.568,-128.428,1958,7,13,1958-07-13 0:00,,,1950-1959,2387.6,L, ,Fire, ,BC-1958-1958-R00141, , ,2020-05-05 0:00,940,187,13,13,BC
241,BC,1958-R00167, ,56.126,-129.177,1958,7,8,1958-07-08 0:00,,,1950-1959,704.5,L, ,Fire, ,BC-1958-1958-R00167, , ,2020-05-05 0:00,940,187,13,13,BC
242,BC,1958-R00178, ,55.626,-128.273,1958,7,7,1958-07-07 0:00,,,1950-1959,324.5,L, ,Fire, ,BC-1958-1958-R00178, , ,2020-05-05 0:00,940,187,13,13,BC
243,BC,1958-G00357, ,55.76,-126.428,1958,7,1,1958-07-01 0:00,,,1950-1959,4694.3,L, ,Fire, ,BC-1958-1958-G00357, , ,2020-05-05 0:00,966,199,14,14,BC
244,BC,1958-G00109, ,55.818,-121.928,1958,5,20,1958-05-20 0:00,,,1950-1959,431.8,H, ,Fire, ,BC-1958-1958-G00109, , ,2020-05-05 0:00,969,200,14,14,BC
245,BC,1958-G00228, ,55.376,-122.178,1958,6,23,1958-06-23 0:00,,,1950-1959,8919.2,L, ,Fire, ,BC-1958-1958-G00228, , ,2020-05-05 0:00,969,200,14,14,BC
246,BC,1958-G00439, ,55.126,-121.98,1958,8,11,1958-08-11 0:00,,,1950-1959,1537.8,L, ,Fire, ,BC-1958-1958-G00439, , ,2020-05-05 0:00,970,200,14,14,BC
247,BC,1958-G00495, ,55.51,-122.678,1958,8,24,1958-08-24 0:00,,,1950-1959,1227,H, ,Fire, ,BC-1958-1958-G00495, , ,2020-05-05 0:00,970,200,14,14,BC
248,BC,1958-G00058, ,55.51,-120.626,1958,5,14,1958-05-14 0:00,,,1950-1959,611,H, ,Fire, ,BC-1958-1958-G00058, , ,2020-05-05 0:00,618,145,9,9,BC
249,BC,1958-G00108, ,55.597,-121.325,1958,5,18,1958-05-18 0:00,,,1950-1959,1883.8,H, ,Fire, ,BC-1958-1958-G00108, , ,2020-05-05 0:00,618,145,9,9,BC
250,BC,1958-G00442, ,55.242,-120.273,1958,8,14,1958-08-14 0:00,,,1950-1959,230.6,H, ,Fire, ,BC-1958-1958-G00442, , ,2020-05-05 0:00,618,145,9,9,BC
251,BC,1958-R00091, ,55.568,-126.773,1958,7,5,1958-07-05 0:00,,,1950-1959,1035.9,L, ,Fire, ,BC-1958-1958-R00091, , ,2020-05-05 0:00,980,203,14,14,BC
252,BC,1958-R00151, ,55.568,-126.73,1958,7,7,1958-07-07 0:00,,,1950-1959,12820.4,L, ,Fire, ,BC-1958-1958-R00151, , ,2020-05-05 0:00,980,203,14,14,BC
253,BC,1958-G00394, ,54.76,-125.079,1958,7,30,1958-07-30 0:00,,,1950-1959,1946.5,L, ,Fire, ,BC-1958-1958-G00394, , ,2020-05-05 0:00,980,203,14,14,BC
254,BC,1958-R00073, ,54.742,-128.829,1958,7,3,1958-07-03 0:00,,,1950-1959,3411.5,H, ,Fire, ,BC-1958-1958-R00073, , ,2020-05-05 0:00,944,190,13,13,BC
255,BC,1958-R00110, ,54.847,-129.18,1958,7,7,1958-07-07 0:00,,,1950-1959,607,L, ,Fire, ,BC-1958-1958-R00110, , ,2020-05-05 0:00,944,190,13,13,BC
256,BC,1958-R00128, ,55.405,-128.626,1958,7,7,1958-07-07 0:00,,,1950-1959,2403.4,L, ,Fire, ,BC-1958-1958-R00128, , ,2020-05-05 0:00,944,190,13,13,BC
257,BC,1958-G00104, ,54.597,-122.629,1958,5,24,1958-05-24 0:00,,,1950-1959,1222.9,L, ,Fire, ,BC-1958-1958-G00104, , ,2020-05-05 0:00,981,203,14,14,BC
258,BC,1958-G00107, ,54.539,-122.43,1958,5,21,1958-05-21 0:00,,,1950-1959,2105.1,L, ,Fire, ,BC-1958-1958-G00107, , ,2020-05-05 0:00,981,203,14,14,BC
259,BC,1958-G00175, ,54.76,-122.778,1958,6,5,1958-06-05 0:00,,,1950-1959,1633.3,L, ,Fire, ,BC-1958-1958-G00175, , ,2020-05-05 0:00,981,203,14,14,BC
260,BC,1958-G00322, ,54.847,-122.579,1958,7,11,1958-07-11 0:00,,,1950-1959,294.6,L, ,Fire, ,BC-1958-1958-G00322, , ,2020-05-05 0:00,981,203,14,14,BC
261,BC,1958-G00324, ,54.76,-122.68,1958,7,15,1958-07-15 0:00,,,1950-1959,5375.8,L, ,Fire, ,BC-1958-1958-G00324, , ,2020-05-05 0:00,981,203,14,14,BC
262,BC,1958-G00433, ,54.76,-122.481,1958,7,15,1958-07-15 0:00,,,1950-1959,210.4,L, ,Fire, ,BC-1958-1958-G00433, , ,2020-05-05 0:00,981,203,14,14,BC
263,BC,1958-G00095, ,54.068,-123.079,1958,5,21,1958-05-21 0:00,,,1950-1959,1117.3,L, ,Fire, ,BC-1958-1958-G00095, , ,2020-05-05 0:00,982,203,14,14,BC
264,BC,1958-G00102, ,53.684,-122.783,1958,5,21,1958-05-21 0:00,,,1950-1959,256.9,L, ,Fire, ,BC-1958-1958-G00102, , ,2020-05-05 0:00,982,203,14,14,BC
265,BC,1958-G00265, ,54.155,-122.481,1958,6,1,1958-06-01 0:00,,,1950-1959,303.5,H, ,Fire, ,BC-1958-1958-G00265, , ,2020-05-05 0:00,982,203,14,14,BC
266,BC,1958-R00103, ,53.76,-128.382,1958,7,6,1958-07-06 0:00,,,1950-1959,2874.8,L, ,Fire, ,BC-1958-1958-R00103, , ,2020-05-05 0:00,945,191,13,13,BC
267,BC,1958-R00109, ,54.126,-127.879,1958,7,7,1958-07-07 0:00,,,1950-1959,4224.9,L, ,Fire, ,BC-1958-1958-R00109, , ,2020-05-05 0:00,945,191,13,13,BC
268,BC,1958-R00130, ,54.242,-128.231,1958,7,11,1958-07-11 0:00,,,1950-1959,987.4,L, ,Fire, ,BC-1958-1958-R00130, , ,2020-05-05 0:00,945,191,13,13,BC
269,BC,1958-R00223, ,53.242,-127.833,1958,7,13,1958-07-13 0:00,,,1950-1959,388.4,L, ,Fire, ,BC-1958-1958-R00223, , ,2020-05-05 0:00,945,191,13,13,BC
270,BC,1958-G00220, ,53.905,-125.333,1958,6,7,1958-06-07 0:00,,,1950-1959,801.2,L, ,Fire, ,BC-1958-1958-G00220, , ,2020-05-05 0:00,972,202,14,14,BC
