FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2
3012,AB,DW6-001-66,DW6001,54.6267,-116.9653,1966,5,7,1966-05-07 0:00,,,1960-1969,149.7336876,H, , , ,AB-1966-DW6-001-66, , ,2020-06-01 0:00,610,143,9,9,AB
3013,AB,DS4-003-67,DS4003,55.1942,-116.8885,1967,5,21,1967-05-21 0:00,,,1960-1969,95.50581157,H, , , ,AB-1967-DS4-003-67, , ,2020-06-01 0:00,610,143,9,9,AB
3014,AB,DW6-022-67,DW6022,54.6086,-117.0471,1967,9,18,1967-09-18 0:00,,,1960-1969,1241.57555,U, , , ,AB-1967-DW6-022-67, , ,2020-06-01 0:00,610,143,9,9,AB
3015,AB,DW6-023-67,DW6023,54.6922,-117.1227,1967,9,0,,,,1960-1969,190.6069375,U, , , ,AB-1967-DW6-023-67, ,day n/a from src,2020-06-01 0:00,610,143,9,9,AB
3016,AB,DG4-001-68,DG4001,54.8666,-117.4359,1968,5,19,1968-05-19 0:00,,,1960-1969,2600.339969,H, , , ,AB-1968-DG4-001-68, , ,2020-06-01 0:00,610,143,9,9,AB
3017,AB,DW6-001-68,DW6001,54.3939,-116.9966,1968,5,19,1968-05-19 0:00,,,1960-1969,4132.309843,H, , , ,AB-1968-DW6-001-68, , ,2020-06-01 0:00,610,143,9,9,AB
3018,AB,DS4-008-69,DS4008,55.1978,-116.2794,1969,5,24,1969-05-24 0:00,,,1960-1969,123.8338065,L, , , ,AB-1969-DS4-008-69, , ,2020-06-01 0:00,610,143,9,9,AB
3019,AB,DG4-011-70,DG4011,54.9266,-117.3628,1970,9,29,1970-09-29 0:00,,,1970-1979,2593.444126,H, , , ,AB-1970-DG4-011-70, , ,2020-06-01 0:00,610,143,9,9,AB
3020,AB,DG4-012-70,DG4012,54.9848,-117.3628,1970,9,30,1970-09-30 0:00,,,1970-1979,380.0969426,H, , , ,AB-1970-DG4-012-70, , ,2020-06-01 0:00,610,143,9,9,AB
3021,AB,DS4-013-70,DS4013,55.2179,-116.8277,1970,9,27,1970-09-27 0:00,,,1970-1979,386.0701027,H, , , ,AB-1970-DS4-013-70, , ,2020-06-01 0:00,610,143,9,9,AB
3022,AB,DW1-022-70,DW1022,54.7176,-117.0599,1970,9,30,1970-09-30 0:00,,,1970-1979,101.1714106,H, , , ,AB-1970-DW1-022-70, , ,2020-06-01 0:00,610,143,9,9,AB
3023,AB,DG4-007-71,DG4007,54.7666,-117.3882,1971,5,7,1971-05-07 0:00,,,1970-1979,534.1850478,U, , , ,AB-1971-DG4-007-71, , ,2020-06-01 0:00,610,143,9,9,AB
3024,AB,DG5-005-71,DG5005,55.2595,-119.8678,1971,5,10,1971-05-10 0:00,,,1970-1979,125.4525491,H, , , ,AB-1971-DG5-005-71, , ,2020-06-01 0:00,610,143,9,9,AB
3025,AB,DG5-007-71,DG5007,55.2595,-119.8808,1971,5,12,1971-05-12 0:00,,,1970-1979,113.3119798,H, , , ,AB-1971-DG5-007-71, , ,2020-06-01 0:00,610,143,9,9,AB
3026,AB,DG4-010-70,DG4010,55.1306,-117.4176,1970,9,28,1970-09-28 0:00,,,1970-1979,343.3919549,H, , , ,AB-1970-DG4-010-70, , ,2020-06-01 0:00,611,143,9,9,AB
3027,AB,DW4-003-68,DW4003,54.2412,-115.0288,1968,5,20,1968-05-20 0:00,,,1960-1969,13089.23335,H, , , ,AB-1968-DW4-003-68, , ,2020-06-01 0:00,616,139,9,9,AB
3028,AB,DS3-027-67,DS3027,54.8594,-115.3262,1967,8,18,1967-08-18 0:00,,,1960-1969,357.79067,H, , , ,AB-1967-DS3-027-67, , ,2020-06-01 0:00,619,145,9,9,AB
3029,AB,DW4-014-67,DW4014,54.4776,-115.1761,1967,8,18,1967-08-18 0:00,,,1960-1969,142.0446604,L, , , ,AB-1967-DW4-014-67, , ,2020-06-01 0:00,619,145,9,9,AB
3030,AB,DS3-021-68,DS3021,55.0594,-115.2817,1968,5,19,1968-05-19 0:00,,,1960-1969,31500.28524,H, , , ,AB-1968-DS3-021-68, , ,2020-06-01 0:00,619,145,9,9,AB
3031,AB,DL2-001-63,DL2001,54.9603,-111.8826,1963,5,23,1963-05-23 0:00,,,1960-1969,226.5956317,H, , , ,AB-1963-DL2-001-63, , ,2020-06-01 0:00,678,149,9,9,AB
3032,AB,DL2-004-68,DL2004,54.924,-111.9272,1968,5,22,1968-05-22 0:00,,,1960-1969,459.4922188,H, , , ,AB-1968-DL2-004-68, , ,2020-06-01 0:00,678,149,9,9,AB
3033,AB,DL3-007-68,DL3007,54.9711,-113.0394,1968,5,20,1968-05-20 0:00,,,1960-1969,3911.367669,H, , , ,AB-1968-DL3-007-68, , ,2020-06-01 0:00,678,149,9,9,AB
3034,AB,DL4-001-68,DL4001,54.882,-112.6803,1968,5,19,1968-05-19 0:00,,,1960-1969,30426.41142,H, , , ,AB-1968-DL4-001-68, , ,2020-06-01 0:00,678,149,9,9,AB
3035,AB,DL4-002-68,DL4002,55.0129,-112.4769,1968,5,21,1968-05-21 0:00,,,1960-1969,1362.131403,H, , , ,AB-1968-DL4-002-68, , ,2020-06-01 0:00,678,149,9,9,AB
3036,AB,DS1-007-68,DS1007,54.591,-113.5647,1968,5,19,1968-05-19 0:00,,,1960-1969,28754.53362,H, , , ,AB-1968-DS1-007-68, , ,2020-06-01 0:00,678,149,9,9,AB
3037,AB,DS1-008-68,DS1008,54.4164,-113.4891,1968,5,19,1968-05-19 0:00,,,1960-1969,21564.84804,H, , , ,AB-1968-DS1-008-68, , ,2020-06-01 0:00,678,149,9,9,AB
3038,AB,DW5-008-62,DW5008,54.5358,-115.5856,1962,6,24,1962-06-24 0:00,,,1960-1969,991.775244,L, , , ,AB-1962-DW5-008-62, , ,2020-06-01 0:00,620,145,9,9,AB
3039,AB,DS3-003-69,DS3003,54.8376,-115.3579,1969,5,8,1969-05-08 0:00,,,1960-1969,188.5025722,H, , , ,AB-1969-DS3-003-69, , ,2020-06-01 0:00,620,145,9,9,AB
3040,AB,DL1-004-64,DL1004,54.5421,-110.7009,1964,5,31,1964-05-31 0:00,,,1960-1969,269.3951852,H, , , ,AB-1964-DL1-004-64, , ,2020-06-01 0:00,650,139,9,9,AB
3041,AB,DL1-006-64,DL1006,54.5767,-110.6664,1964,6,0,,,,1960-1969,202.3428211,H, , , ,AB-1964-DL1-006-64, ,day n/a from src,2020-06-01 0:00,650,139,9,9,AB
3042,AB,DL1-005-66,DL1005,54.5622,-110.7672,1966,5,11,1966-05-11 0:00,,,1960-1969,688.9853996,H, , , ,AB-1966-DL1-005-66, , ,2020-06-01 0:00,650,139,9,9,AB
3043,AB,DL1-008-66,DL1008,54.4458,-111.3721,1966,5,0,,,,1960-1969,182.108539,H, , , ,AB-1966-DL1-008-66, ,day n/a from src,2020-06-01 0:00,650,139,9,9,AB
3044,AB,DL1-005-67,DL1005,54.5494,-110.2915,1967,5,16,1967-05-16 0:00,,,1960-1969,306.6950608,H, , , ,AB-1967-DL1-005-67, , ,2020-06-01 0:00,650,139,9,9,AB
3045,AB,DL1-006-67,DL1006,54.5494,-110.7576,1967,5,16,1967-05-16 0:00,,,1960-1969,152.1618015,H, , , ,AB-1967-DL1-006-67, , ,2020-06-01 0:00,650,139,9,9,AB
3046,AB,DL1-007-67,DL1007,54.5476,-110.6916,1967,5,17,1967-05-17 0:00,,,1960-1969,179.797784,H, , , ,AB-1967-DL1-007-67, , ,2020-06-01 0:00,650,139,9,9,AB
3047,AB,DL1-009-68,DL1009,54.4767,-111.4633,1968,5,20,1968-05-20 0:00,,,1960-1969,178.8710539,H, , , ,AB-1968-DL1-009-68, , ,2020-06-01 0:00,650,139,9,9,AB
3048,AB,DL2-005-68,DL2005,54.5858,-111.6335,1968,5,21,1968-05-21 0:00,,,1960-1969,2760.279829,H, , , ,AB-1968-DL2-005-68, , ,2020-06-01 0:00,650,139,9,9,AB
3049,AB,DL1-003-70,DL1003,54.7312,-111.1988,1970,6,4,1970-06-04 0:00,,,1970-1979,288.9455486,L, , , ,AB-1970-DL1-003-70, , ,2020-06-01 0:00,650,139,9,9,AB
3050,AB,DL1-005-70,DL1005,54.5858,-110.5307,1970,6,4,1970-06-04 0:00,,,1970-1979,104.4088957,L, , , ,AB-1970-DL1-005-70, , ,2020-06-01 0:00,650,139,9,9,AB
3051,AB,DL1-006-70,DL1006,54.6294,-110.4427,1970,6,4,1970-06-04 0:00,,,1970-1979,92.67301207,L, , , ,AB-1970-DL1-006-70, , ,2020-06-01 0:00,650,139,9,9,AB
3052,AB,DL1-007-70,DL1007,54.6258,-110.4741,1970,6,4,1970-06-04 0:00,,,1970-1979,276.0927326,L, , , ,AB-1970-DL1-007-70, , ,2020-06-01 0:00,650,139,9,9,AB
3053,AB,DG2-002-67,DG2002,55.0377,-119.0317,1967,5,21,1967-05-21 0:00,,,1960-1969,100.3620393,H, , , ,AB-1967-DG2-002-67, , ,2020-06-01 0:00,600,138,9,9,AB
3054,AB,DG5-004-71,DG5004,55.0814,-118.7141,1971,5,7,1971-05-07 0:00,,,1970-1979,1002.778647,H, , , ,AB-1971-DG5-004-71, , ,2020-06-01 0:00,600,138,9,9,AB
3055,AB,DW4-003-64,DW4003,54.2885,-114.9973,1964,4,29,1964-04-29 0:00,,,1960-1969,84.98398487,H, , , ,AB-1964-DW4-003-64, , ,2020-06-01 0:00,617,139,9,9,AB
3056,AB,DW4-002-66,DW4002,54.2994,-115.0161,1966,5,9,1966-05-09 0:00,,,1960-1969,137.5931184,H, , , ,AB-1966-DW4-002-66, , ,2020-06-01 0:00,617,139,9,9,AB
3057,AB,DW4-017-67,DW4017,54.2885,-115.0661,1967,8,18,1967-08-18 0:00,,,1960-1969,422.6901065,H, , , ,AB-1967-DW4-017-67, , ,2020-06-01 0:00,617,139,9,9,AB
3058,AB,DW4-018-67,DW4018,54.4485,-114.7604,1967,9,19,1967-09-19 0:00,,,1960-1969,228.8942461,H, , , ,AB-1967-DW4-018-67, , ,2020-06-01 0:00,617,139,9,9,AB
3059,AB,DE2-012-67,DE2012,53.9101,-117.7386,1967,8,27,1967-08-27 0:00,,,1960-1969,1020.074911,L, , , ,AB-1967-DE2-012-67, , ,2020-06-01 0:00,621,145,9,9,AB
3060,AB,DG2-001-67,DG2001,54.1467,-118.7519,1967,5,17,1967-05-17 0:00,,,1960-1969,181.2991677,H, , , ,AB-1967-DG2-001-67, , ,2020-06-01 0:00,621,145,9,9,AB
3061,AB,DL1-003-64,DL1003,54.5349,-111.06,1964,5,19,1964-05-19 0:00,,,1960-1969,409.9951179,H, , , ,AB-1964-DL1-003-64, , ,2020-06-01 0:00,680,149,9,9,AB
3062,AB,DL1-003-66,DL1003,54.5022,-110.3291,1966,5,7,1966-05-07 0:00,,,1960-1969,257.5945519,H, , , ,AB-1966-DL1-003-66, , ,2020-06-01 0:00,680,149,9,9,AB
3063,AB,DL1-004-66,DL1004,54.5203,-111.079,1966,5,8,1966-05-08 0:00,,,1960-1969,206.4301461,H, , , ,AB-1966-DL1-004-66, , ,2020-06-01 0:00,680,149,9,9,AB
3064,AB,DL1-007-66,DL1007,54.5676,-111.1798,1966,5,26,1966-05-26 0:00,,,1960-1969,229.7966951,H, , , ,AB-1966-DL1-007-66, , ,2020-06-01 0:00,680,149,9,9,AB
3065,AB,DL1-002-68,DL1002,54.4876,-111.331,1968,5,4,1968-05-04 0:00,,,1960-1969,133.5462619,H, , , ,AB-1968-DL1-002-68, , ,2020-06-01 0:00,680,149,9,9,AB
3066,AB,DL1-003-68,DL1003,54.5167,-111.0665,1968,5,4,1968-05-04 0:00,,,1960-1969,272.2927344,H, , , ,AB-1968-DL1-003-68, , ,2020-06-01 0:00,680,149,9,9,AB
3067,AB,DL1-012-68,DL1012,54.4731,-111.1422,1968,5,22,1968-05-22 0:00,,,1960-1969,1092.974983,H, , , ,AB-1968-DL1-012-68, , ,2020-06-01 0:00,680,149,9,9,AB
3068,AB,DL1-014-68,DL1014,54.4694,-110.4551,1968,5,20,1968-05-20 0:00,,,1960-1969,1331.970182,H, , , ,AB-1968-DL1-014-68, , ,2020-06-01 0:00,680,149,9,9,AB
3069,AB,DL1-002-69,DL1002,54.5185,-110.8932,1969,5,12,1969-05-12 0:00,,,1960-1969,95.50581157,H, , , ,AB-1969-DL1-002-69, , ,2020-06-01 0:00,680,149,9,9,AB
3070,AB,DE3-001-61,DE3001,53.9503,-119.3835,1961,6,21,1961-06-21 0:00,,,1960-1969,543.5899421,L, , , ,AB-1961-DE3-001-61, , ,2020-06-01 0:00,996,207,14,14,AB
3071,AB,DE3-005-61,DE3005,54.0539,-119.0708,1961,7,12,1961-07-12 0:00,,,1960-1969,84.98398487,H, , , ,AB-1961-DE3-005-61, , ,2020-06-01 0:00,996,207,14,14,AB
3072,AB,DG1-009-61,DG1009,54.1066,-119.2267,1961,6,4,1961-06-04 0:00,,,1960-1969,388.4982166,L, , , ,AB-1961-DG1-009-61, , ,2020-06-01 0:00,996,207,14,14,AB
3073,AB,DS2-020-68,DS2020,54.4322,-114.335,1968,5,19,1968-05-19 0:00,,,1960-1969,162411.2747,H, , , ,AB-1968-DS2-020-68, , ,2020-06-01 0:00,681,149,9,9,AB
3074,AB,DW2-009-68,DW2009,53.5319,-114.44,1968,5,17,1968-05-17 0:00,,,1960-1969,283.1909187,H, , , ,AB-1968-DW2-009-68, , ,2020-06-01 0:00,684,149,9,9,AB
3075,AB,DW2-022-68,DW2022,53.892,-115.3236,1968,5,22,1968-05-22 0:00,,,1960-1969,97.93392542,H, , , ,AB-1968-DW2-022-68, , ,2020-06-01 0:00,684,149,9,9,AB
3076,AB,DW3-003-68,DW3003,53.7355,-114.5863,1968,5,13,1968-05-13 0:00,,,1960-1969,133.5462619,H, , , ,AB-1968-DW3-003-68, , ,2020-06-01 0:00,684,149,9,9,AB
3077,AB,DW3-013-68,DW3013,54.0684,-115.0569,1968,5,19,1968-05-19 0:00,,,1960-1969,1555.465922,H, , , ,AB-1968-DW3-013-68, , ,2020-06-01 0:00,684,149,9,9,AB
3078,AB,DW3-009-64,DW3009,54.0684,-115.6316,1964,5,12,1964-05-12 0:00,,,1960-1969,102.7901531,H, , , ,AB-1964-DW3-009-64, , ,2020-06-01 0:00,622,145,9,9,AB
3079,AB,DW2-011-68,DW2011,53.7337,-115.494,1968,5,19,1968-05-19 0:00,,,1960-1969,771.2822718,H, , , ,AB-1968-DW2-011-68, , ,2020-06-01 0:00,622,145,9,9,AB
3080,AB,DW2-017-68,DW2017,53.7174,-115.3297,1968,5,19,1968-05-19 0:00,,,1960-1969,560.9873778,H, , , ,AB-1968-DW2-017-68, , ,2020-06-01 0:00,622,145,9,9,AB
3081,AB,DW2-018-68,DW2018,53.7465,-115.3236,1968,5,19,1968-05-19 0:00,,,1960-1969,549.0855731,H, , , ,AB-1968-DW2-018-68, , ,2020-06-01 0:00,622,145,9,9,AB
3082,AB,DW2-020-68,DW2020,53.7137,-115.3864,1968,5,20,1968-05-20 0:00,,,1960-1969,625.7856429,H, , , ,AB-1968-DW2-020-68, , ,2020-06-01 0:00,622,145,9,9,AB
3083,AB,DW3-007-68,DW3007,54.1211,-115.4536,1968,5,20,1968-05-20 0:00,,,1960-1969,196.2725365,H, , , ,AB-1968-DW3-007-68, , ,2020-06-01 0:00,622,145,9,9,AB
3084,AB,DW2-008-64,DW2008,53.4446,-115.1652,1964,4,29,1964-04-29 0:00,,,1960-1969,89.03084129,H, , , ,AB-1964-DW2-008-64, , ,2020-06-01 0:00,623,145,9,9,AB
3085,AB,DE4-012-68,DE4012,53.6319,-116.3163,1968,5,19,1968-05-19 0:00,,,1960-1969,97.12455414,H, , , ,AB-1968-DE4-012-68, , ,2020-06-01 0:00,623,145,9,9,AB
3086,AB,DW1-009-68,DW1009,53.1831,-115.1558,1968,5,19,1968-05-19 0:00,,,1960-1969,8245.518523,H, , , ,AB-1968-DW1-009-68, , ,2020-06-01 0:00,623,145,9,9,AB
3087,AB,DW1-010-68,DW1010,53.1103,-115.107,1968,5,19,1968-05-19 0:00,,,1960-1969,326.0916437,H, , , ,AB-1968-DW1-010-68, , ,2020-06-01 0:00,623,145,9,9,AB
3088,AB,DW2-010-68,DW2010,53.6483,-115.8349,1968,5,18,1968-05-18 0:00,,,1960-1969,3905.811336,H, , , ,AB-1968-DW2-010-68, , ,2020-06-01 0:00,623,145,9,9,AB
3089,AB,DW2-013-68,DW2013,53.6046,-115.9567,1968,5,19,1968-05-19 0:00,,,1960-1969,3137.93247,H, , , ,AB-1968-DW2-013-68, , ,2020-06-01 0:00,623,145,9,9,AB
3090,AB,DW2-015-68,DW2015,53.4992,-115.1592,1968,5,19,1968-05-19 0:00,,,1960-1969,80.93712845,H, , , ,AB-1968-DW2-015-68, , ,2020-06-01 0:00,623,145,9,9,AB
3091,AB,DW2-023-68,DW2023,53.5574,-115.4356,1968,5,23,1968-05-23 0:00,,,1960-1969,80.93712845,H, , , ,AB-1968-DW2-023-68, , ,2020-06-01 0:00,623,145,9,9,AB
3092,AB,DW2-005-70,DW2005,53.5883,-115.4571,1970,5,16,1970-05-16 0:00,,,1970-1979,80.93712845,H, , , ,AB-1970-DW2-005-70, , ,2020-06-01 0:00,623,145,9,9,AB
3093,AB,DE3-013-61,DE3013,53.852,-120.0651,1961,8,17,1961-08-17 0:00,,,1960-1969,418.5906409,L, , , ,AB-1961-DE3-013-61, , ,2020-06-01 0:00,993,206,14,14,AB
3094,AB,DR1-001-69,DR1001,52.0841,-115.1701,1969,6,4,1969-06-04 0:00,,,1960-1969,1165.875054,H, , , ,AB-1969-DR1-001-69, , ,2020-06-01 0:00,627,145,9,9,AB
3095,AB,DB7-004-70,DB7004,51.5382,-115.2459,1970,8,20,1970-08-20 0:00,,,1970-1979,1576.655262,H, , , ,AB-1970-DB7-004-70, , ,2020-06-01 0:00,628,145,9,9,AB
3096,AB,DE1-015-70,DE1015,52.8851,-116.6934,1970,7,9,1970-07-09 0:00,,,1970-1979,457.7884922,L, , , ,AB-1970-DE1-015-70, , ,2020-06-01 0:00,628,145,9,9,AB
3097,AB,DR1-020-94,DR1020,51.8912,-115.8398,1994,9,22,1994-09-22 0:00,1994-09-22 0:00,1994-10-21 0:00,1990-1999,700.6,H, ,Crown, ,AB-1994-DR1-020-94, , ,2020-06-01 0:00,999,207,14,14,AB
3098,AB,DR3-019-94,DR3019,52.401,-116.5699,1994,9,22,1994-09-22 0:00,1994-09-23 0:00,1994-10-27 0:00,1990-1999,224.3,H, ,Crown, ,AB-1994-DR3-019-94, , ,2020-06-01 0:00,999,207,14,14,AB
3099,AB,DR7-003-68,DR7003,52.6813,-114.6021,1968,5,20,1968-05-20 0:00,,,1960-1969,3048.820692,H, , , ,AB-1968-DR7-003-68, , ,2020-06-01 0:00,703,149,9,9,AB
3100,AB,DR7-006-68,DR7006,52.7032,-114.6084,1968,5,19,1968-05-19 0:00,,,1960-1969,147.7102594,H, , , ,AB-1968-DR7-006-68, , ,2020-06-01 0:00,703,149,9,9,AB
3101,AB,DR7-020-68,DR7020,52.6813,-114.6021,1968,5,4,1968-05-04 0:00,,,1960-1969,1507.967968,H, , , ,AB-1968-DR7-020-68, , ,2020-06-01 0:00,703,149,9,9,AB
3102,AB,DB8-010-67,DB8010,51.9313,-115.0368,1967,8,28,1967-08-28 0:00,,,1960-1969,106.4323239,L, , , ,AB-1967-DB8-010-67, , ,2020-06-01 0:00,629,145,9,9,AB
3103,AB,DR6-013-69,DR6013,52.5939,-115.3233,1969,6,5,1969-06-05 0:00,,,1960-1969,1195.372591,L, , , ,AB-1969-DR6-013-69, , ,2020-06-01 0:00,629,145,9,9,AB
3104,AB,DB6-003-70,DB6003,51.5563,-114.7595,1970,8,29,1970-08-29 0:00,,,1970-1979,404.6856422,H, , , ,AB-1970-DB6-003-70, , ,2020-06-01 0:00,629,145,9,9,AB
3105,AB,DR6-005-63,DR6005,52.5757,-114.6276,1963,5,21,1963-05-21 0:00,,,1960-1969,86.1980418,H, , , ,AB-1963-DR6-005-63, , ,2020-06-01 0:00,630,145,9,9,AB
3106,AB,DR6-018-68,DR6018,52.583,-114.6276,1968,5,19,1968-05-19 0:00,,,1960-1969,2357.010586,H, , , ,AB-1968-DR6-018-68, , ,2020-06-01 0:00,630,145,9,9,AB
3107,AB,DR6-016-68,DR6016,52.3283,-114.8435,1968,5,16,1968-05-16 0:00,,,1960-1969,710.5875192,H, , , ,AB-1968-DR6-016-68, , ,2020-06-01 0:00,708,149,9,9,AB
3108,AB,DC4-001-63,DC4001,50.1337,-114.0433,1963,3,22,1963-03-22 0:00,,,1960-1969,155.8039723,H, , , ,AB-1963-DC4-001-63, , ,2020-06-01 0:00,750,156,10,10,AB
3109,AB,DA3-001-76,DA3001,59.5302,-110.49,1976,5,6,1976-05-06 0:00,,,1970-1979,89.03084129,H, , , ,AB-1976-DA3-001-76, , ,2020-06-01 0:00,263,69,5,5a,AB
3110,AB,DA3-004-78,DA3004,59.9862,-111.3195,1978,6,19,1978-06-19 0:00,,,1970-1979,125.0478635,L, , , ,AB-1978-DA3-004-78, , ,2020-06-01 0:00,263,69,5,5a,AB
3111,AB,DA3-009-79,DA3009,59.7827,-110.2739,1979,6,18,1979-06-18 0:00,,,1970-1979,95.10112593,L, , , ,AB-1979-DA3-009-79, , ,2020-06-01 0:00,263,69,5,5a,AB
3112,AB,DA3-021-79,DA3021,59.7626,-110.1251,1979,6,26,1979-06-26 0:00,,,1970-1979,86250.42026,L, , , ,AB-1979-DA3-021-79, , ,2020-06-01 0:00,263,69,5,5a,AB
3113,AB,DA3-023-79,DA3023,59.899,-111.0581,1979,6,26,1979-06-26 0:00,,,1970-1979,54687.80534,L, , , ,AB-1979-DA3-023-79, , ,2020-06-01 0:00,263,69,5,5a,AB
3114,AB,DA3-030-79,DA3030,59.3885,-110.1813,1979,6,29,1979-06-29 0:00,,,1970-1979,8717.171545,L, , , ,AB-1979-DA3-030-79, , ,2020-06-01 0:00,263,69,5,5a,AB
3115,AB,DA3-036-79,DA3036,59.9135,-111.2324,1979,6,28,1979-06-28 0:00,,,1970-1979,6368.659358,L, , , ,AB-1979-DA3-036-79, , ,2020-06-01 0:00,263,69,5,5a,AB
3116,AB,DA3-041-79,DA3041,59.6374,-110.3285,1979,7,20,1979-07-20 0:00,,,1970-1979,118.1682075,L, , , ,AB-1979-DA3-041-79, , ,2020-06-01 0:00,263,69,5,5a,AB
3117,AB,DA3-011-80,DA3011,59.3158,-110.0446,1980,6,20,1980-06-20 0:00,,,1980-1989,38489.04441,L, , , ,AB-1980-DA3-011-80, , ,2020-06-01 0:00,263,69,5,5a,AB
3118,AB,DF2-024-75,DF2024,59.8556,-116.8835,1975,7,12,1975-07-12 0:00,,,1970-1979,155.528786,L, , , ,AB-1975-DF2-024-75, , ,2020-06-01 0:00,242,64,4,4,AB
3119,AB,DF3-008-73,DF3008,59.986,-119.4878,1973,7,9,1973-07-09 0:00,,,1970-1979,97.12860099,L, , , ,AB-1973-DF3-008-73, , ,2020-06-01 0:00,251,65,4,4,AB
3120,AB,DF2-004-74,DF2004,59.2016,-117.166,1974,6,15,1974-06-15 0:00,,,1970-1979,169.9679697,L, , , ,AB-1974-DF2-004-74, , ,2020-06-01 0:00,244,64,4,4,AB
3121,AB,DF3-003-77,DF3003,58.8468,-118.7422,1977,4,26,1977-04-26 0:00,,,1970-1979,80.93712845,H, , , ,AB-1977-DF3-003-77, , ,2020-06-01 0:00,244,64,4,4,AB
3122,AB,DF1-024-75,DF1024,58.9545,-116.0279,1975,7,12,1975-07-12 0:00,,,1970-1979,419.0924511,L, , , ,AB-1975-DF1-024-75, , ,2020-06-01 0:00,254,65,4,4,AB
3123,AB,DF1-032-75,DF1032,58.8145,-115.6306,1975,7,12,1975-07-12 0:00,,,1970-1979,189.6599731,L, , , ,AB-1975-DF1-032-75, , ,2020-06-01 0:00,254,65,4,4,AB
3124,AB,DF2-006-75,DF2006,58.969,-116.1417,1975,7,12,1975-07-12 0:00,,,1970-1979,2218.150802,L, , , ,AB-1975-DF2-006-75, , ,2020-06-01 0:00,254,65,4,4,AB
3125,AB,DF1-011-77,DF1011,59.4614,-115.4199,1977,6,20,1977-06-20 0:00,,,1970-1979,2345.250421,L, , , ,AB-1977-DF1-011-77, , ,2020-06-01 0:00,254,65,4,4,AB
3126,AB,DF1-053-79,DF1053,59.2597,-115.2881,1979,7,31,1979-07-31 0:00,,,1970-1979,625.3850041,L, , , ,AB-1979-DF1-053-79, , ,2020-06-01 0:00,254,65,4,4,AB
3127,AB,DF1-056-79,DF1056,59.2452,-115.2312,1979,7,31,1979-07-31 0:00,,,1970-1979,194.2491083,L, , , ,AB-1979-DF1-056-79, , ,2020-06-01 0:00,254,65,4,4,AB
3128,AB,DF2-033-79,DF2033,59.2452,-115.6865,1979,8,10,1979-08-10 0:00,,,1970-1979,4092.407838,L, , , ,AB-1979-DF2-033-79, , ,2020-06-01 0:00,254,65,4,4,AB
3129,AB,DF1-061-80,DF1061,59.4651,-115.5203,1980,6,27,1980-06-27 0:00,,,1980-1989,290.4914477,L, , , ,AB-1980-DF1-061-80, , ,2020-06-01 0:00,254,65,4,4,AB
3130,AB,DA4-019-71,DA4019,58.7199,-110.1494,1971,8,21,1971-08-21 0:00,,,1970-1979,145.6868312,L, , , ,AB-1971-DA4-019-71, , ,2020-06-01 0:00,331,87,6,6a,AB
3131,AB,DF1-003-72,DF1003,57.9718,-116.6619,1972,5,9,1972-05-09 0:00,,,1970-1979,182.108539,H, , , ,AB-1972-DF1-003-72, , ,2020-06-01 0:00,586,138,9,9,AB
3132,AB,DF1-007-72,DF1007,58.4438,-115.8796,1972,5,21,1972-05-21 0:00,,,1970-1979,248.4931718,H, , , ,AB-1972-DF1-007-72, , ,2020-06-01 0:00,586,138,9,9,AB
3133,AB,DF1-010-73,DF1010,58.4892,-115.0674,1973,5,13,1973-05-13 0:00,,,1970-1979,131.5228337,U, , , ,AB-1973-DF1-010-73, , ,2020-06-01 0:00,586,138,9,9,AB
3134,AB,DF1-015-73,DF1015,58.1245,-116.2408,1973,5,16,1973-05-16 0:00,,,1970-1979,80.93712845,H, , , ,AB-1973-DF1-015-73, , ,2020-06-01 0:00,586,138,9,9,AB
3135,AB,DF1-030-78,DF1030,58.5274,-116.5074,1978,7,14,1978-07-14 0:00,,,1970-1979,129.9040912,H, , , ,AB-1978-DF1-030-78, , ,2020-06-01 0:00,586,138,9,9,AB
3136,AB,DA4-002-70,DA4002,57.884,-111.0545,1970,6,4,1970-06-04 0:00,,,1970-1979,357.8918414,L, , , ,AB-1970-DA4-002-70, , ,2020-06-01 0:00,338,87,6,6a,AB
3137,AB,DA4-007-70,DA4007,58.4019,-110.4024,1970,6,4,1970-06-04 0:00,,,1970-1979,1348.971026,L, , , ,AB-1970-DA4-007-70, , ,2020-06-01 0:00,338,87,6,6a,AB
3138,AB,DA4-020-70,DA4020,58.1112,-110.4261,1970,8,7,1970-08-07 0:00,,,1970-1979,111.2885516,L, , , ,AB-1970-DA4-020-70, , ,2020-06-01 0:00,338,87,6,6a,AB
3139,AB,DA4-003-72,DA4003,58.2711,-110.3187,1972,6,21,1972-06-21 0:00,,,1970-1979,1361.269423,L, , , ,AB-1972-DA4-003-72, , ,2020-06-01 0:00,338,87,6,6a,AB
